編號,答案,類近題目
1701,"📌 參考答案
C. 氨基酸形成肌肉纖維的同化作用 → 合成代謝
C. Formation of muscle fibers from amino acids (anabolism) → anabolic metabolism

📌 詳細解釋 (Detailed Explanation)

1(A) 脂類在小腸內消化 / Digestion of lipids in the small intestine ❌

中文：脂肪在小腸內被分解為脂肪酸和甘油 → 屬於大分子分解成小分子 → 分解代謝。
English: Lipids are broken down into fatty acids and glycerol in the small intestine → large molecules broken into smaller ones → catabolism.
2 (B) 多餘能量以糖原形式貯存 / Excess energy stored as glycogen ❌

中文：葡萄糖聚合形成糖原 → 應歸類於合成代謝，而不是分解代謝。
English: Glucose molecules join together to form glycogen → this is anabolism, not catabolism.
3 (C) 氨基酸形成肌肉纖維 / Amino acids forming muscle fibers ✅

中文：氨基酸 → 蛋白質 → 肌肉纖維。這是小分子合成大分子的過程 → 合成代謝。
English: Amino acids → proteins → muscle fibers. This is building up smaller units into larger molecules → anabolism.
👉 正確配對 / Correct matching.
4 (D) 已消化的食物在小腸吸收 / Absorption of digested food in the small intestine ❌

中文：小腸吸收只是物質轉運，不涉及分解或合成 → 不是代謝。
English: Absorption is simply transport of digested molecules, not breakdown or synthesis → not metabolism.
📌 考試提醒 (Exam Tips)

合成代謝 Anabolism：小分子 → 大分子 (需要能量) / small → large (requires energy)
分解代謝 Catabolism：大分子 → 小分子 + 能量 / large → small + releases energy
吸收 Absorption：物質進入血液或淋巴，不屬於代謝 / molecules move into blood or lymph, not metabolism",
1702,"📌 參考答案 (Suggested Answer)
✅ B. 只有 (1) 和 (3)
✅ B. Only (1) Mouth and (3) Small intestine

📌 詳細解釋 (Detailed Explanation)
酶 X = 澱粉酶 (amylase)

Enzyme X = amylase

(1) 口腔 (mouth)：唾腺分泌 唾液澱粉酶 (salivary amylase) → 開始分解澱粉。

(1) Mouth: Salivary glands secrete salivary amylase → start breaking down starch.

(2) 胃 (stomach)：胃液呈強酸性 → 使澱粉酶失活 → 不消化澱粉。

(2) Stomach: Gastric juice is strongly acidic → deactivates amylase → no starch digestion.

(3) 小腸 (small intestine, 特別是十二指腸 duodenum)：胰液含有 胰澱粉酶 (pancreatic amylase) → 繼續分解澱粉成麥芽糖。

(3) Small intestine (especially duodenum): Pancreatic juice contains pancreatic amylase → continues breaking starch into maltose.

📌 考試提醒 (Exam Tips, 中英對照)
澱粉酶的作用場所 (Sites of amylase activity):
✔ 口腔 Mouth → 唾液澱粉酶開始 starch digestion by salivary amylase
✘ 胃 Stomach → 酸性使澱粉酶失活 amylase inactivated by acidic pH
✔ 小腸 Small intestine → 胰澱粉酶繼續分解 starch digestion continues by pancreatic amylase",
1703,"📌 參考答案 (Suggested Answer)
✅ A

📌 詳細解釋 (Detailed Explanation)
試管 R：含有澱粉和澱粉酶，剛開始實驗時澱粉還沒有被消化。

Test tube R: Contains starch and amylase; at the start of the experiment, starch has not been digested yet.

本立德試驗 (Benedict’s test)：檢測還原糖。開始時沒有還原糖 → 結果：負。

Benedict’s test: detects reducing sugars. At the start, no reducing sugar present → Result: negative.

碘液試驗 (iodine test)：檢測澱粉。起始有澱粉存在 → 結果：正。

Iodine test: detects starch. Initially starch is present → Result: positive.

蛋白質測試 (protein test)：檢測蛋白質。澱粉酶本身是蛋白質 → 結果：正。

Protein test: detects protein. Amylase itself is a protein → Result: positive.

➡ 故答案為：本立德試驗負；碘液試驗正；蛋白質測試正 = A。

📌 考試提醒 (Exam Tips)
本立德試驗 Benedict’s test → ✔ 還原糖 reducing sugar

碘液試驗 Iodine test → ✔ 澱粉 starch

蛋白質測試 Protein test → ✔ 蛋白質 protein

注意：

起始時澱粉尚未分解 → 本立德試驗負 (no reducing sugar yet)。
澱粉存在 → 碘液試驗正。
酶是蛋白質 → 蛋白質測試正。",
1704,"📌 參考答案 (Suggested Answer)
✅ C

📌 詳細解釋 (Detailed Explanation)
題目問的是：哪一項不是這個實驗設計的目的。

The question asks: Which is NOT the purpose of the experimental design.

A (設計試管 P)：檢測澱粉溶液在碘液下會呈陽性反應，證明澱粉存在 → 正確。

A (Tube P): Checks that starch solution gives a positive iodine test → confirms presence of starch → correct.

B (設計試管 Q)：檢測酶 X 本身不能令本立德試驗結果呈陽性 → 證明反應結果不是因為酶本身含還原糖 → 正確。

B (Tube Q): Ensures enzyme X alone does not give a positive Benedict’s test → confirms result isn’t due to sugar in enzyme solution → correct.

C (設計試管 S)：作用是檢測澱粉酶受熱變性後失去作用，而不是「展示液 X 經煮沸後會變性」這麼簡單，所以題目所給描述不完整 → 錯。

C (Tube S): Its purpose is to show amylase is denatured by boiling (loses function), NOT merely “to show boiled solution changes” → description given is incorrect → wrong one.

D (設計水浴)：提供穩定溫度(37°C)，模擬人體體溫 → 正確。

D (Water bath): Provides stable temperature (37°C), simulates human body condition → correct.

➡ 因此錯誤描述的是 C。

📌 考試提醒 (Exam Tips)
試管 P / Tube P → 驗證澱粉 starch detection (iodine test)
試管 Q / Tube Q → 驗證酶溶液本身不含還原糖 enzyme solution doesn’t contain reducing sugar
試管 S / Tube S → 對照加熱變性，用來確認澱粉酶失活 control (denature enzyme by boiling)
水浴 Water bath → 提供恆溫，模擬人體內環境 provides optimum temp, simulates body environment",
1705,"📌 參考答案
A. 它們的活性部位有相似的形狀。
A. Their active sites have similar shapes.

📌 詳細解釋 (Detailed Explanation)

選項 A ✅

中文：雖然不同酵母的麥芽糖酶分子大小不一，但「活性部位」的形狀相似，才能與相同的底物麥芽糖結合並作用。
English: Although maltase molecules vary in size among yeasts, their active sites must be similar in shape to bind the same substrate (maltose).
選項 B ❌

中文：氨基酸序列不可能完全相同，不同來源的酶仍有差異。
English: The amino acid sequences cannot be exactly the same; enzymes from different sources usually differ.
選項 C ❌

中文：酵素的最適溫度取決於結構，不同來源的酵素最適溫度會不同。
English: Optimum temperature depends on enzyme structure, so different enzymes may have different optimum temperatures.
選項 D ❌

中文：三維結構由完整氨基酸序列所決定，因此不同酵素的三維結構也不同。
English: The three-dimensional structure is determined by the complete amino acid sequence, so enzymes from different sources will not share the same 3D structure.
📌 考試提醒 (Exam Tips)

活性部位 Active site

中：相同類型酶在不同生物中可能有相似的活性部位形狀。
Eng: Same type of enzyme in different organisms may have similar active site shapes.
氨基酸序列 Amino acid sequence

中：不同來源的酵素其序列差異通常很大。
Eng: Enzymes from different sources usually have significant sequence differences.
最適溫度 Optimum temperature

中：因結構差異而不同物種酵素具有不同的最適溫度。
Eng: Due to structural differences, enzymes from different species have different optimum temperatures.
三維結構 3D structure

中：由整體氨基酸序列決定，通常在不同來源的酵素中差異大。
Eng: Determined by overall amino acid sequence, usually very different among enzymes from different sources.",
1706,"📌 參考答案 (Suggested Answer)
✅ C. 水的光解
✅ C. Photolysis of water

📌 詳細解釋 (Detailed Explanation)
光合作用分為兩大部分：

光反應 Light reaction → 發生在 類囊體膜 thylakoid membrane
暗反應 Dark reaction / Calvin cycle → 發生在 基質 stroma
選項檢視：

A. 二氧化碳受體的再生 → 屬於卡爾文循環 (in stroma) ❌

A. Regeneration of CO₂ acceptor → Calvin cycle (in stroma) ❌

B. 三碳化合物的還原 → 卡爾文循環 (in stroma) ❌

B. Reduction of 3C compounds → Calvin cycle (in stroma) ❌

C. 水的光解 → 發生於光反應，在類囊體膜進行 ✔

C. Photolysis of water → light reaction, occurs on the thylakoid membrane ✔

D. 二氧化碳固定 → 卡爾文循環 (in stroma) ❌

D. Carbon fixation → Calvin cycle (in stroma) ❌

📌 考試提醒 (Exam Tips)
光反應 Light reaction (thylakoid membrane):

光解水 photolysis of water → 釋放 O₂ release O₂
產生 ATP & NADPH produce ATP & NADPH
暗反應 Dark reaction / Calvin cycle (stroma):

固碳 carbon fixation → 生成三碳化合物 3C compound formation
三碳化合物還原 reduction of 3C compounds
CO₂ 受體再生 regeneration of CO₂ acceptor",
1707,"📌 參考答案 (Suggested Answer)
✅ C. 丙酮酸鹽轉化為乙醯輔酶 A — 線粒體
✅ C. Conversion of pyruvate to acetyl‑CoA — mitochondrion

📌 詳細解釋 (Detailed Explanation)
逐一檢視：

A. NAD 再生 — 細胞質

錯誤。NAD 再生是透過電子傳遞鏈的氧化磷酸化完成，發生在 線粒體內膜，不是細胞質。
Incorrect. NAD regeneration occurs in oxidative phosphorylation in the mitochondrial inner membrane, not cytoplasm.
B. 產生二氧化碳 — 細胞質

錯誤。CO₂ 產生於 丙酮酸轉換 & 克雷氏循環 (Krebs cycle)，都在 線粒體，不是細胞質。
Incorrect. CO₂ is released in pyruvate conversion & Krebs cycle, both in the mitochondrion, not cytoplasm.
C. 丙酮酸鹽轉化為乙醯輔酶 A — 線粒體

正確。此反應在 線粒體基質 (mitochondrial matrix) 進行。
Correct. This reaction takes place in the mitochondrial matrix. ✅
D. 丙糖磷酸轉化為丙酮酸鹽 — 線粒體

錯誤。此作用屬於 糖酵解 glycolysis，發生於 細胞質 cytoplasm，不是線粒體。
Incorrect. This is part of glycolysis, which occurs in the cytoplasm, not mitochondrion.
📌 考試提醒 (Exam Tips)
糖酵解 Glycolysis (cytoplasm):
丙糖磷酸 → 丙酮酸鹽
Triose phosphate → pyruvate

丙酮酸鹽轉換 Pyruvate conversion (mitochondrial matrix):
丙酮酸鹽 → 乙醯輔酶 A + CO₂
Pyruvate → acetyl‑CoA + CO₂

克雷氏循環 Krebs cycle (mitochondrial matrix):
產生 CO₂，還原 NAD⁺/FAD → NADH/FADH₂
Releases CO₂, reduces NAD⁺/FAD → NADH/FADH₂

電子傳遞鏈 ETC (mitochondrial inner membrane):
再生 NAD，產生 ATP (氧化磷酸化)
Regenerates NAD, produces ATP (oxidative phosphorylation)",
1708,"📌 參考答案 (Suggested Answer)
✅ B


📌 詳細解釋 (Detailed Explanation)
父親 O 型 (ii) → 只能提供等位基因 i。

Father blood group O (ii) → can only pass allele i.

母親 B 型 → 基因型可能是 IᴮIᴮ (純合 homozygous) 或 Iᴮi (雜合 heterozygous)。

Mother blood group B → may be genotype IᴮIᴮ (homozygous) or Iᴮi (heterozygous).

若母親是 IᴮIᴮ → 孩子必定 100% 為 B 型 (Iᴮi)。

If mother is IᴮIᴮ → 100% of children will be blood group B (Iᴮi).

若母親是 Iᴮi → 孩子有 50% B 型 (Iᴮi)、50% O 型 (ii)。

If mother is Iᴮi → children will be 50% B (Iᴮi) and 50% O (ii).

題目所說兩個孩子都是 B 型 → 只是巧合，不能推論母親必為純合。

Both children being blood group B → is a matter of chance, not proof that the mother is homozygous.

📌 考試提醒 (Exam Tips)
血型基因型 Blood group genotypes

A：IᴬIᴬ 或 Iᴬi
B：IᴮIᴮ 或 Iᴮi
AB：IᴬIᴮ
O：ii
A: IᴬIᴬ or Iᴬi
B: IᴮIᴮ or Iᴮi
AB: IᴬIᴮ
O: ii
配對 Punnett square

父親 O (ii) × 母親 B (Iᴮi) → 50% B, 50% O
父親 O (ii) × 母親 B (IᴮIᴮ) → 100% B
Father O (ii) × Mother B (Iᴮi) → 50% B, 50% O
Father O (ii) × Mother B (IᴮIᴮ) → 100% B
➡ 兩個孩子都是 B 型 ≠ 證明母親純合，只是機率事件。
➡ Two children being B type ≠ proof of homozygosity, just probability.",
1709,"📌 參考答案 (Suggested Answer)
✅ A. mRNA 密碼子 AAC；tRNA 反密碼子 UUG
✅ A. mRNA codon AAC; tRNA anticodon UUG

📌 詳細解釋 (Detailed Explanation)
已知：DNA 編碼股 (coding strand) 鹼基序列 = AAC。
Given: DNA coding strand = AAC.
mRNA 密碼子 (mRNA codon)

mRNA 序列與 DNA 編碼股相同（只是 U 代替 T）。
因此 mRNA = AAC。
mRNA sequence is the same as the coding strand (with U instead of T).
Therefore, mRNA = AAC.
tRNA 反密碼子 (tRNA anticodon)

tRNA 反密碼子與 mRNA 密碼子 互補。
AAC → 互補序列 = UUG。
The tRNA anticodon is complementary to the mRNA codon.
AAC → complementary = UUG.
結論：正確答案是 A (mRNA = AAC, tRNA = UUG)。
Conclusion: Correct answer = A (mRNA = AAC, tRNA = UUG).

📌 考試提醒 (Exam Tips)
編碼股 Coding strand = 與 mRNA 相同 (except T → U)

Coding strand = same as mRNA (except T → U)

模版股 Template strand = 與 mRNA 互補 complementary to mRNA

Template strand = complementary to mRNA

tRNA 反密碼子 Anticodon = 與 mRNA 密碼子互補 complementary to codon

tRNA anticodon = complementary to codon",
1710,"📌 參考答案 (Suggested Answer)
答案：D（1、2 和 3）。

📌 詳細解釋 (Detailed Explanation)

(1) 突變會增加基因庫的多樣性，產生新的特徵。
(1) Mutations increase the genetic diversity of the gene pool, producing new traits.

這些新特徵可能在不同環境中提供生存優勢，最終導致新物種形成。
These new traits may provide survival advantages in different environments, eventually leading to the formation of new species.

(2) 地震形成高山，造成地理隔離，使兩群樹木之間無法再交配。
(2) The earthquake formed mountains, leading to geographical isolation, preventing the two groups of trees from interbreeding.

隔離阻止了基因流動，讓兩群樹木各自獨立演化。
Isolation blocked gene flow, allowing the two tree populations to evolve separately.

(3) 兩地環境條件不同，自然選擇以不同方式作用於兩群樹木。
(3) The two regions had different environmental conditions, so natural selection acted differently on the separated tree populations.

不同的選擇壓力使牠們逐漸積累差異，最終形成新物種。
Different selective pressures caused them to accumulate differences, eventually forming new species.

📌 考試提醒 (Exam Tips)

這是一個典型的 異域物種形成 例子。
This is a classic example of allopatric speciation.

物種形成通常需要三個主要過程：
Speciation usually involves three main processes:

突變 → 產生新的遺傳變異。

Mutation → generates new genetic variations.

隔離 → 阻止群體之間的基因交流。

Isolation → prevents gene flow between populations.

自然選擇 → 在不同環境中推動不同性狀的生存優勢，積累差異。

Natural selection → promotes survival of different traits under different environments, leading to accumulated differences.",
