編號,答案,類近題目
2101,"📌 參考答案
D. 信使 RNA (mRNA)
D. Messenger RNA (mRNA)

📌 詳細解釋 (Detailed Explanation)

1️⃣ 題目圖示流程
DNA 經過 P 作用轉換為 X，然後 X 再經過 Q 作用合成 Y。
DNA is converted into X through process P, and then X undergoes process Q to produce Y.

P 是 轉錄 (transcription)，將 DNA 模板轉錄成 RNA。
P is transcription, where DNA is transcribed into RNA.

Q 是 翻譯 (translation)，將 mRNA 的訊息翻譯成蛋白質。
Q is translation, where the message on mRNA is translated into protein.

2️⃣ 因此 X 應該是 mRNA
X 是由 DNA 模板以互補形式合成的 信使 RNA。
X is messenger RNA, synthesized as a complementary copy from the DNA template strand.

它負責將遺傳訊息從細胞核帶到核糖體，用於製造蛋白質。
It carries genetic information from the nucleus to the ribosomes for protein synthesis.

3️⃣ 選項分析

A. 轉移 RNA (tRNA)：負責攜帶胺基酸，不是從 DNA 直接轉錄而來。❌
A. Transfer RNA (tRNA): transfers amino acids, not directly transcribed from DNA. ❌

B. DNA 模板：仍屬 DNA，不符合圖中顯示的 RNA。❌
B. DNA template: still DNA, not RNA as shown in the diagram. ❌

C. 核糖體 RNA (rRNA)：是核糖體的結構成分，不是基因表達的直接媒介。❌
C. Ribosomal RNA (rRNA): structural component of ribosomes, not the direct intermediate of gene expression. ❌

D. 信使 RNA (mRNA)：正確，承載 DNA 訊息用於翻譯。✅
D. Messenger RNA (mRNA): correct, carries DNA’s message for translation. ✅

📌 考試提醒 (Exam Tips)

中心法則：DNA → mRNA → 蛋白質。
Central dogma: DNA → mRNA → protein.

轉錄 (transcription)：在細胞核進行，DNA 模板 → mRNA。
Transcription: occurs in the nucleus, DNA template → mRNA.

翻譯 (translation)：在細胞質的核糖體進行，mRNA → 蛋白質。
Translation: occurs in the cytoplasm at ribosomes, mRNA → protein.

tRNA 與 rRNA 參與翻譯，但 X 一定是 mRNA。
tRNA and rRNA are involved in translation, but X must be mRNA.",
2102,"📌 參考答案
D. (1)、(2) 和 (3)
D. (1), (2) and (3)

📌 詳細解釋 (Detailed Explanation)

1️⃣ 題目資訊
Q 代表 翻譯 (translation)，在核糖體上進行。
Q represents translation, occurring at the ribosome.

Y 代表最終合成出的 蛋白質。
Y represents the final product, which is a protein.

2️⃣ 判斷 Y 可能是什麼

(1) 酵素 (enzyme) → 全部都是蛋白質。
(1) Enzymes → all are proteins.

(2) 激素 (hormone) → 有些是蛋白質，例如胰島素、生長激素。
(2) Hormones → some are proteins, e.g., insulin and growth hormone.

(3) 抗體 (antibody) → 皆為免疫球蛋白，是蛋白質。
(3) Antibodies → all are immunoglobulins, which are proteins.

3️⃣ 結論
因此 Y 可以是 (1)、(2)、(3)。
Therefore, Y can be (1), (2), and (3).

📌 考試提醒 (Exam Tips)

翻譯的最終產物是蛋白質。
The final product of translation is protein.

蛋白質的例子：酵素、蛋白質激素（如 insulin）、抗體。
Examples of proteins: enzymes, protein hormones (e.g., insulin), antibodies.

注意：不是所有激素都是蛋白質，例如類固醇激素不是蛋白質。
Note: Not all hormones are proteins, e.g., steroid hormones are not proteins",
2103,"📌 參考答案
C. P = 轉錄 (Transcription)，Q 在細胞質發生 (Translation in cytoplasm)
C. P = Transcription, Q occurs in the cytoplasm (Translation in cytoplasm)

📌 詳細解釋 (Detailed Explanation)

1️⃣ 分析 P
P 是從 DNA 產生 X (mRNA) 的過程 → 這就是 轉錄。
P is the process of producing X (mRNA) from DNA → this is transcription.

轉錄發生在 細胞核，因為 DNA 位於細胞核中。
Transcription occurs in the nucleus, since DNA is located there.

2️⃣ 分析 Q
Q 是根據 mRNA 在核糖體合成蛋白質的過程 → 這是 翻譯。
Q is the process where proteins are synthesized based on mRNA at ribosomes → this is translation.

翻譯發生在 細胞質 的核糖體。
Translation occurs in the cytoplasm at ribosomes.

3️⃣ 結論
所以正確組合是：P = 轉錄、Q 在細胞質發生。
Therefore, the correct combination is: P = transcription, Q in cytoplasm.

📌 考試提醒 (Exam Tips)

轉錄 (Transcription)：DNA → mRNA，在 細胞核。
Transcription: DNA → mRNA, in the nucleus.

翻譯 (Translation)：mRNA → 蛋白質，在 細胞質核糖體。
Translation: mRNA → protein, in the cytoplasm at ribosomes.

常見混淆：P 一定是轉錄，不可能是翻譯，因為 DNA 不會直接翻譯成蛋白質。
Common mistake: P must be transcription, not translation, because DNA cannot be directly translated into protein.",
2104,"📌 參考答案
D. ATP 和 NADH

📌 詳細解釋 (Detailed Explanation)

1️⃣ ATP 與 ADP 比較
ATP 比 ADP 多一個高能磷酸鹽基團，水解時釋放能量更多。
ATP has one more high‑energy phosphate group than ADP, and thus releases more energy upon hydrolysis.

因此 ATP 儲存的能量多於 ADP。
Therefore, ATP stores more energy than ADP.

2️⃣ NADH 與 NAD 比較
NADH 是帶有高能電子的還原型分子，它可以在呼吸鏈中被氧化，進而產生3個 ATP。
NADH is the reduced form carrying high‑energy electrons, which can be oxidized in the respiratory chain to produce 3ATPs.

一個 NADH 通常可藉由氧化磷酸化生成約 3 個 ATP。
One NADH can typically generate about 3 ATP molecules through oxidative phosphorylation.

因此 NADH 的能量儲備大於 NAD。
Therefore, NADH has more stored energy than NAD.

3️⃣ 整體結論
ATP + NADH 的能量儲備組合最高。
The combination of ATP + NADH contains the highest energy reserve.

📌 考試提醒 (Exam Tips)

ATP 比 ADP 多一個高能磷酸鍵。
ATP has one more high‑energy phosphate bond than ADP.

NADH 是「能量儲存型」分子，NAD 則是未帶能量的氧化型。
NADH is the energy‑rich reduced form, whereas NAD is the oxidized form with no energy stored.

在能量比較題：ATP > ADP；NADH > NAD。
For energy comparisons: ATP > ADP; NADH > NAD.",
2105,"📌 參考答案
B. 丙酮酸鹽 (Pyruvate)

📌 詳細解釋 (Detailed Explanation)

1️⃣ D 的結構
D 是線粒體的膜。
D is the membrane of the mitochondrion.

在需氧呼吸中，物質必須穿過這層膜才能進入線粒體基質。
During aerobic respiration, substances must cross this membrane to enter the mitochondrial matrix.

2️⃣ 糖酵解的產物
在細胞質中，葡萄糖經糖酵解生成丙酮酸鹽。
In the cytoplasm, glucose undergoes glycolysis to produce pyruvate.

丙酮酸鹽能夠經由載體進入線粒體。
Pyruvate can enter the mitochondrion via a transport protein.

3️⃣ 進入基質後的轉化
在線粒體基質中，丙酮酸鹽會轉變成乙醯輔酶 A。
In the mitochondrial matrix, pyruvate is converted into acetyl‑CoA.

乙醯輔酶 A 隨後進入克雷伯氏循環（柠檬酸循環）。
Acetyl‑CoA then enters the Krebs cycle (citric acid cycle).

4️⃣ 結論
因此，能穿過 D 進入線粒體的分子是 丙酮酸鹽。
Therefore, the molecule that crosses D into the mitochondrion is pyruvate.

📌 考試提醒 (Exam Tips)

葡萄糖 不會直接進入線粒體，是在細胞質中分解的。
Glucose does not directly enter the mitochondrion; it is broken down in the cytoplasm.

丙酮酸鹽 才是能進入線粒體並轉化為乙醯輔酶 A 的分子。
Pyruvate is the molecule that enters the mitochondrion and is converted into acetyl‑CoA.

NAD/NADH 和 ATP/ADP 都參與能量轉移，但重點考的是進入基質的「燃料分子」。
NAD/NADH and ATP/ADP are for energy transfer, but the key here is the “fuel molecule” entering the matrix.",
2106,"📌 參考答案
A（細胞質）
A (Cytoplasm)

📌 詳細解釋 (Detailed Explanation)

1️⃣ 缺氧呼吸的位置
缺氧呼吸在細胞質中進行。
Anaerobic respiration takes place in the cytoplasm.

它不需要進入線粒體，依靠糖酵解產生少量 ATP。
It does not involve mitochondria; it relies on glycolysis to produce small amounts of ATP.

在動物細胞中，產物是乳酸；在酵母中，產物是乙醇與二氧化碳。
In animal cells, the product is lactic acid; in yeast, the products are ethanol and carbon dioxide.

2️⃣ 錯誤選項說明

B. 線粒體內膜：這裡是需氧呼吸中電子傳遞鏈與氧化磷酸化的地點。❌
B. Mitochondrial inner membrane: site of electron transport chain and oxidative phosphorylation in aerobic respiration. ❌

C. 線粒體基質：這是克雷伯氏循環發生的地點，只屬於需氧呼吸。❌
C. Mitochondrial matrix: site of Krebs cycle, only in aerobic respiration. ❌

D. 線粒體外膜：並不直接參與缺氧呼吸。❌
D. Mitochondrial outer membrane: not directly involved in anaerobic respiration. ❌

3️⃣ 結論
只有 A（細胞質） 是缺氧呼吸發生的位置。
Only A (cytoplasm) is the site where anaerobic respiration occurs.

📌 考試提醒 (Exam Tips)

缺氧呼吸：細胞質，僅有糖酵解 → 產物為乳酸或乙醇 + CO₂。
Anaerobic respiration: cytoplasm, only glycolysis → products are lactic acid or ethanol + CO₂.

需氧呼吸：線粒體內進行，包括基質的克雷伯氏循環，內膜的電子傳遞鏈。
Aerobic respiration: inside mitochondria, including Krebs cycle in the matrix and electron transport chain in the inner membrane.

記住對比：缺氧 → 細胞質；需氧 → 線粒體。
Remember the contrast: Anaerobic → cytoplasm; Aerobic → mitochondria.
",
2107,"📌 參考答案
C. 只有 (2) 和 (3)
C. Only (2) and (3)

📌 詳細解釋 (Detailed Explanation)

1️⃣ 選項 (1)：錯誤
氨基酸是水溶性物質，因此會被吸收進入微血管，而不是乳糜管。
Amino acids are water‑soluble, so they are absorbed into capillaries, not into the lacteals.

乳糜管主要吸收脂溶性物質，如脂肪酸、甘油和脂溶性維生素 (A, D, E, K)。
Lacteals mainly absorb fat‑soluble substances such as fatty acids, glycerol, and vitamins A, D, E, and K.

2️⃣ 選項 (2)：正確
氨基酸的吸收需要膜蛋白協助，通常透過轉運蛋白或通道的方式進入細胞。
The absorption of amino acids requires membrane proteins, usually via transport proteins or channels.

3️⃣ 選項 (3)：正確
氨基酸的移動可以是順著濃度梯度 (易化擴散)，或逆著濃度梯度 (主動運輸)。
The movement of amino acids can be along the concentration gradient (facilitated diffusion) or against it (active transport).

4️⃣ 總結
因此，正確的是 (2) 和 (3)。
Therefore, the correct statements are (2) and (3).

📌 考試提醒 (Exam Tips)

水溶性營養素（氨基酸、單醣） → 進入微血管。
Water‑soluble nutrients (amino acids, monosaccharides) → enter capillaries.

脂溶性營養素（脂肪酸、甘油、脂溶性維生素） → 進入乳糜管。
Fat‑soluble nutrients (fatty acids, glycerol, fat‑soluble vitamins) → enter lacteals.

吸收方式：可經 易化擴散 或 主動運輸。
Mode of absorption: via facilitated diffusion or active transport.",
2108,"📌 參考答案
B. 濃度梯度：是；能量供應：否；選透性膜：否
B. Concentration gradient: Yes; Energy supply: No; Selectively permeable membrane: No

📌 詳細解釋 (Detailed Explanation)

1️⃣ 滲透 (Osmosis)
滲透是水分子依濃度梯度，經由半透膜，從高水勢移向低水勢的過程。
Osmosis is the movement of water molecules down a concentration gradient through a partially permeable membrane, from high water potential to low water potential.

它需要濃度梯度，但不需要能量供應。
It requires a concentration gradient but does not require energy supply.

2️⃣ 擴散 (Diffusion)
擴散是任何分子依濃度梯度，由高濃度移向低濃度的過程。
Diffusion is the movement of molecules down a concentration gradient, from high concentration to low concentration.

擴散可以經由膜發生，也可以在沒有膜的情況下發生。
Diffusion may occur across a membrane, but it can also happen without any membrane.

它同樣依賴濃度梯度，但不需要能量供應。
It also depends on a concentration gradient but does not need energy supply.

3️⃣ 比較與結論
因此，兩者的共同條件是：需要濃度梯度，但不需要能量供應，也不必一定要有選透性膜。
Thus, both require a concentration gradient, but no energy supply, and a selectively permeable membrane is not always required.

正確答案是 B。
The correct answer is B.

📌 考試提醒 (Exam Tips)

滲透 & 擴散：都依靠濃度梯度，屬於被動運輸，不需能量。
Osmosis & Diffusion: both rely on concentration gradients, passive transport, no energy needed.

滲透 一定需要半透膜；擴散 則不一定。
Osmosis requires a partially permeable membrane; diffusion does not necessarily require one.

這類題常考「相同 / 不同」：相同 = 濃度梯度；不同 = 膜是否需要。
Common test point: similarities = concentration gradient; difference = membrane requirement.",
2109,"📌 參考答案
A. 只有 P 和 Q
A. Only P and Q

📌 詳細解釋 (Detailed Explanation)

1️⃣ 實驗設計目的
題目希望比較澱粉酶 (amylase) 對澱粉 (starch) 的作用。
The aim of the experiment is to test the effect of amylase on starch.

所以我們需要能夠區分「有酵素」和「無酵素」時澱粉的變化。
Thus, we need to compare the changes in starch with enzyme vs. without enzyme.

2️⃣ 各試管分析

試管 P：含有澱粉酶 + 澱粉 → 可以觀察澱粉是否被分解。
Tube P: Contains amylase + starch → tests whether starch is broken down.

試管 Q：含有蒸餾水 + 澱粉 → 沒有澱粉酶，用作對照，看看澱粉沒有酵素時的變化。
Tube Q: Contains distilled water + starch → no amylase, a control to show what happens without enzyme.

試管 R：含有澱粉酶 + 蒸餾水 → 沒有澱粉，只能證明酵素存在，對研究澱粉是否被分解沒有意義。
Tube R: Contains amylase + distilled water → no starch, so it cannot test starch digestion, not useful for the aim.

3️⃣ 結論
因此要比較 P 與 Q 才能得出澱粉酶是否分解澱粉。
Therefore, only comparing P and Q allows us to conclude whether amylase digests starch.

📌 考試提醒 (Exam Tips)

實驗設計一定要有 對照組 (control)，這裡是 試管 Q (無酵素)。
Every experiment must have a control group, here it is Tube Q (no enzyme).

研究目標是看「酵素是否作用於受質」，因此必須 同時含有酵素組 (P) 與無酵素組 (Q)。
The research question focuses on whether the enzyme acts on the substrate, so we need enzyme + substrate (P) vs. no enzyme + substrate (Q).

若無受質 (R)，就無法回答研究問題。
Without substrate (R), you cannot answer the research question.",
2110,"📌 參考答案 (Suggested Answer)
✅ B. 只有 (2)

📌 詳細解釋 (Detailed Explanation)
第 (2) 點解釋：

因為澱粉酶是蛋白質，所以會使尿蛋白試紙由黃色轉為綠色。

Since amylase is a protein, it will turn the protein test strip from yellow to green.

這個結果在實驗開始與 10 分鐘後都會相同，因為澱粉酶本身不會被反應消耗掉。

This result remains the same at the beginning and after 10 minutes, because the enzyme itself is not consumed in the reaction.

因此，尿蛋白試紙在兩個時間點都會呈現陽性結果。

Therefore, the protein test strip shows a positive result at both time points.

📌 考試提醒 (Exam Tips)
澱粉會逐漸被分解，不會在開始與結束都測得相同結果。

Starch is gradually broken down, so the same result will not appear both at the start and the end.

還原糖是在反應進行後才增多，因此反應前後結果會不同。

Reducing sugar increases only after the reaction proceeds, so test results before and after are different.

酵素本身是蛋白質，反應前後試紙都會呈陽性。

The enzyme itself is a protein, so the protein test shows positive both before and after.
",
